title,image,description
La plateforme du masculiniste Andrew Tate victime d’un piratage,https://img.lemde.fr/2024/11/21/0/0/5566/3710/110/73/60/0/b9e9bc1_2024-11-21t234651z-2016907548-rc2ek9af840y-rtrmadp-3-onlyfans-sex-trafficking.JPG,"Les identifiants de quelque 800 000 utilisateurs, passés et présents, ont été dérobés, ainsi qu’un historique des canaux de discussion internes de The Real World, la plateforme communautaire de l’influenceur."
Cinq chasses au trésor pour oublier la fin de La Chouette d’or,https://img.lemde.fr/2024/11/21/0/143/913/609/110/73/60/0/c3a80a4_1732230070071-naga-d-or.jpg,"L’organisateur de La Chouette d’or a annoncé, le 3 octobre, que le trésor avait été découvert, laissant toute une communauté orpheline. Mais d’autres quêtes pourraient combler « chouetteurs » aguerris et chasseurs de trésor débutants."
"Dans l’affaire des câbles sous-marins endommagés en mer Baltique, l’étau se resserre autour du bateau chinois « Yi-Peng 3 »",https://img.lemde.fr/2024/11/20/1/0/5158/3438/110/73/60/0/facf75d_2024-11-20t150235z-1829554825-rc229barzauj-rtrmadp-3-russia-sweden-denmark-ship.JPG,"« Le Monde » a pu reconstituer l’itinéraire du « Yi-Peng 3 ». Ces données permettent de comprendre pourquoi ce navire marchand, actuellement immobilisé entre la Suède et le Danemark, est le suspect numéro un concernant les dégâts causés à deux câbles sous-marins en mer Baltique."
Cinq membres du groupe de pirates Scattered Spider arrêtés,https://img.lemde.fr/2024/11/11/0/4/3828/2552/110/73/60/0/8078b72_2024-11-11t201931z-1698041460-rc25xy9bf32c-rtrmadp-3-usa-trump-justice.JPG,"Quatre Américains et un Britannique sont désormais poursuivis pour leur implication dans ce groupe, accusé notamment d’avoir piraté les casinos MGM Resorts. Spécialisé dans l’hameçonnage, ce collectif pourrait être l’émanation d’une vaste communauté de pirates anglophones."
"La mort de Bernadette Després, Fauve d’honneur du Festival d’Angoulême en 2019 et cocréatrice de « Tom-Tom et Nana »",https://img.lemde.fr/2024/11/20/0/0/5418/3612/110/73/60/0/c299cfd_1732115427965-yst-1401.jpg,"La cocréatrice de la série phare du magazine « J’aime Lire » a marqué des générations de jeunes lecteurs, en mettant en scène les aventures de deux enfants facétieux animant la vie d’un restaurant familial."
"Bernadette Després, dessinatrice de « Tom-Tom et Nana », est morte",https://img.lemde.fr/2024/11/20/0/0/5410/3607/110/73/60/0/a221017_1732100580435-000-1ck5uk.jpg,"Illustratrice et coautrice de la célèbre série jeunesse, l’artiste avait 83 ans."
"La mort d’Yves Frégnac, explorateur passionné des mystères du cerveau",https://img.lemde.fr/2024/11/19/0/168/1434/956/110/73/60/0/569d926_1732030670668-yves-frei-gnac-portrait.png,"Le chercheur en neurosciences, fervent défenseur d’une vision intégrative de notre « machine à penser », est mort à 73 ans."
"La mort de « Celeste aux œillets », symbole de la révolution portugaise",https://img.lemde.fr/2024/11/15/0/0/7395/4930/110/73/60/0/dd617ed_5262100-01-06.jpg,"Celeste Caeiro était instantanément devenue une icône au Portugal en offrant, faute de mieux, des fleurs aux jeunes militaires engagés dans le coup de force contre la dictature. Elle est morte le 15 novembre, à Lisbonne, à l’âge de 91 ans."
"Thomas E. Kurtz, cocréateur du langage informatique Basic, est mort",https://img.lemde.fr/2024/11/18/120/0/1994/1329/110/73/60/0/8565f7c_1731938990538-13566201115-b43a65bd01-o.jpg,"Pendant plus de vingt ans, son Basic a permis aux étudiants, puis aux grands curieux, de créer de petits logiciels. Le professeur de mathématiques américain est mort à l’âge de 96 ans."
"Mort de Charles Dumont, crooner sentimental et compositeur de chansons pour Edith Piaf et Dalida",https://img.lemde.fr/2024/11/18/0/0/5512/3675/110/73/60/0/695305f_5284372-01-06.jpg,"La carrière du chanteur, auteur de nombreuses romances au piano rehaussées de violons, avait été lancée par le titre « Non, je ne regrette rien », écrit pour « la Môme »."
"Charles Dumont, compositeur de « Non, je ne regrette rien », d’Edith Piaf, est mort",https://img.lemde.fr/2024/11/18/0/0/5512/3675/110/73/60/0/695305f_5284372-01-06.jpg,"Chanteur, auteur, compositeur, le musicien avait également collaboré avec Barbra Streisand, Dalida ou Tino Rossi. Il s’est éteint dans la nuit de dimanche à lundi à Paris, à l’âge de 95 ans."
"Mort de Bela Karolyi, entraîneur emblématique de la gymnaste Nadia Comaneci",https://img.lemde.fr/2024/11/17/45/0/1988/1325/110/73/60/0/c76d2dc_95a92c215cdf464a91366d3d4abe881f-0-1e6558084b224616a3264ed3ecb16064.jpg,"Le Roumain, mort à 82 ans, avait acquis sa notoriété lors du sacre olympique, en 1976, de la jeune gymnaste âgée alors de 14 ans. Il avait ensuite rejoint les Etats-Unis où ses méthodes strictes et critiquées ont fait de la gymnastique américaine une puissance incontournable."
"La mort de Jim Hoagland, grande plume du « Washington Post »",https://img.lemde.fr/2024/11/15/0/0/2047/1365/110/73/60/0/29fbfdf_1731687165349-48953227447-234e4cfcb3-k.jpg,"Correspondant dans plusieurs pays du monde puis chef du service étranger du quotidien, couronné de deux prix Pulitzer, le journaliste américain est mort le 4 novembre, quelques heures avant la victoire de Donald Trump à la présidentielle."
La mort du batteur de jazz américain Roy Haynes,https://img.lemde.fr/2011/10/05/0/8/4248/2832/110/73/60/0/ill_1582406_024b_roy-haynes.jpg,"Ce musicien sans œillères à l’exceptionnelle longévité, partenaire des plus grands noms du jazz, s’est éteint le 12 novembre à 99 ans."
"Mort de Rachid Mekhloufi, emblème de l’indépendance algérienne, des terrains de Saint-Etienne à la lutte contre le colonialisme",https://img.lemde.fr/2024/11/08/0/41/2418/1612/110/73/60/0/7642708_5203658-01-06.jpg,"Mort le 8 novembre à 88 ans, Rachid Mekhloufi était l’icone de l’équipe du Front de libération nationale, la sélection officieuse qui a porté les couleurs de l’Algérie à travers le monde pendant la guerre d’indépendance."
"Bande dessinée : Christian Godard, le créateur de « Martin Milan » et du « Vagabond des limbes », est mort",https://img.lemde.fr/2024/11/12/117/0/629/419/110/73/60/0/79cb4e7_1731415653216-image001.jpg,"Cet auteur prolifique, particulièrement habile à se jouer des conventions narratives, a donné naissance à 230 albums en sept décennies de carrière. Il est mort le 11 novembre, à l’âge de 92 ans."
"Les trois chemins, l’énigme maths du « Monde » n° 36",https://img.lemde.fr/2024/02/14/0/0/3000/2000/110/73/60/0/167edfd_1707922503333-image.png,"Blanc, gris ou noir, il s’agit de trouver le bon chemin. A vous de jouer !"
"Dans « La 20ᵉ Heure », sur France Inter, Vincent Lindon se confie au micro d’Eva Bester",https://img.lemde.fr/2024/11/22/0/0/3782/2521/110/73/60/0/2eeb99c_1732297871383-000-36kb92q.jpg,"L’acteur évoque son père et Robert Badinter, Alain Delon et ​​le personnage de Simon Weynachter, la vie des gens et la mort, aussi."
"La « patiente » Lou Jeanmonnot, nouvelle tête d’affiche du biathlon français",https://img.lemde.fr/2023/11/26/0/450/4860/3240/110/73/60/0/451e9f2_5967412-01-06.jpg,"Après plusieurs années difficiles, la biathlète de 26 ans a pris une nouvelle dimension lors de la saison 2023-2024 et aborde celle qui débute samedi à Kontiolahti (Finlande) comme l’une des favorites au gros globe de cristal."
"Au Sénégal, une quinzième biennale de l’art contemporain africain sous le signe de l’éveil",https://img.lemde.fr/2024/11/29/0/315/3402/2268/110/73/60/0/515d271_1732885027362-ancien-palais-de-justice-dakar.JPG,"A Dakar, l’événement culturel rassemble cinquante-quatre artistes venus du continent, des diasporas et des espaces afrocaribéens. Temps forts avec cinq femmes puissantes et résilientes."
"Chez Gilles Marchal, à Paris, « le pain du stollen croustille en surface et se fait moelleux en son centre, tel un gâteau dodu »",https://img.lemde.fr/2024/11/21/499/0/1125/750/110/73/60/0/6b75a0e_359578-3398566.jpg,"Chaque semaine, un journaliste raconte un produit ou une expérience gustative qui l’a marqué. Comme cette pâtisserie de fête, le stollen, conçu avec patience et garni de fruits par Gilles Marchal, sur la butte Montmartre."
48 heures à Collioure,https://img.lemde.fr/2024/11/26/0/6/2941/1961/110/73/60/0/e9104e6_1732640018763-pns-1177198.jpg,"Entre montagne et mer, ruelles fleuries et façades colorées, forts perchés et jardin parfumé, une lumière sans pareille illumine ce petit port de la Côte Vermeille, source d’inspiration de nombreux artistes."
"Corita Kent, la nonne et artiste pop art qui a imprimé l’Amérique",https://img.lemde.fr/2024/11/27/93/0/2000/1333/110/73/60/0/bc6e833_1732706559337-5-corita-kent-1965-corita-art-center-2.jpg,"Artiste non conformiste, adepte de la sérigraphie, militante pacifiste, proche des hippies et religieuse catholique, Corita Kent, dont les œuvres sont actuellement exposées au Collège des Bernardins, a marqué la société américaine jusqu’à sa mort, en 1986."
Incendie de Notre-Dame de Paris : comment la cathédrale est passée à quelques minutes d’une destruction complète,https://img.lemde.fr/2024/12/02/174/716/3753/2502/110/73/60/0/9518daf_1733137746112-thumbnail-notre-dame-sirius-03-clean.jpg,"Le 15 avril 2019, la toiture et la flèche de Notre-Dame partent en fumée. C’est un désastre, mais le bilan aurait pu être bien plus grave. « Le Monde » s’est appuyé sur une modélisation 3D inédite pour reconstituer les événements et identifier la décision cruciale qui a tout changé et a permis de sauver l’édifice."
"Le delphinium, grand dadais un peu fleur bleue",https://img.lemde.fr/2024/11/20/473/0/1200/800/110/73/60/0/37f3e8d_359557-3398652.jpg,"Par sa belle hauteur, on repère aisément ce classique des bordures anglaises, surtout lorsqu’il se pare de jolis pétales bleus. Un être romantique qui ne craint qu’une chose : les limaces."
"Eric Ruf, l’homme qui a insufflé un vent nouveau à la Comédie-Française",https://img.lemde.fr/2024/11/26/82/0/1200/800/110/73/60/0/0edfbe8_360095-3398997.jpg,"En dix ans à la tête de la Comédie-Française, l’acteur, metteur en scène et scénographe a profondément transformé l’institution théâtrale. Fin connaisseur de la maison, il a su y apaiser les tensions, et a contribué à la dépoussiérer. A quelques mois de passer le flambeau d’administrateur général, il s’attaque à l’œuvre monument de Paul Claudel, « Le Soulier de satin »."
"Chez Monop’, les designers à fond les rayons",https://img.lemde.fr/2024/11/22/421/0/1000/666/110/73/60/0/f7e494e_359672-3398106.jpg,"Chaque année, l’enseigne de distribution donne carte blanche à des designers stars ou des figures montantes pour qu’ils imaginent des objets du quotidien à des prix abordables. Un défi créatif, technique et économique. Ces pièces, très attendues d’un public de collectionneurs, peuvent s’arracher en quelques heures et se retrouver dans les maisons de vente aux enchères."
"Après les propos du ministre délégué Alexandre Portier sur l’éducation à la sexualité, la Ciivise et le Planning familial répliquent aux pressions conservatrices",https://img.lemde.fr/2024/11/27/0/0/5899/3933/110/73/60/0/a405337_1732724597773-jmug241106078.jpg,"Mercredi au Sénat, ce membre du gouvernement a estimé que le projet de programme d’éducation à la sexualité n’était, « en l’état, pas acceptable », se rangeant aux côtés d’organisations conservatrices."
"« Historiquement, il n’a jamais été question de créer une université à plusieurs vitesses. L’idée était de mettre la Sorbonne en banlieue »",,"L’historien spécialiste de l’aménagement urbain, rappelle dans quel contexte sont apparues les universités en région parisienne, comme des antennes du prestigieux établissement en périphérie."
"Enlever « l’identité de genre » du projet de programme d’éducation à la sexualité à l’école, premier recul d’Anne Genetet face aux pressions conservatrices",https://img.lemde.fr/2024/11/27/0/0/5899/3933/110/73/60/0/4c5f4f9_1732734886479-jmug241106008.jpg,"Après les déclarations de son ministre délégué, Alexandre Portier, jugeant le projet de programme à l’éducation à la vie affective, relationnelle et à la sexualité « pas acceptable en l’état », l’entourage de la ministre de l’éducation indique que la notion d’« identité de genre » ne figure plus dans le texte."
"Education à la sexualité à l’école : le projet en l’état « n’est pas acceptable », estime le ministre délégué Alexandre Portier",https://img.lemde.fr/2024/11/27/0/0/5899/3933/110/73/60/0/a405337_1732724597773-jmug241106078.jpg,"Annoncé par l’ancien ministre de l’éducation Pap Ndiaye et prévu initialement pour la rentrée 2024, ce projet, qui fait l’objet d’une offensive des milieux conservateurs, doit être présenté en décembre aux organisations syndicales."
« Les intelligences artificielles génératives peuvent être perçues comme une menace que l’école aurait avantage à tenir à distance »,https://img.lemde.fr/2024/09/13/4/0/1800/1200/110/73/60/0/817b9e1_1726227314564-mei-dia.png,"L’affirmation du caractère inéluctable de la diffusion de l’IA n’est autre qu’une prédiction formulée par de grandes entreprises du numérique, affirme, dans une tribune au « Monde », Serge Pouts-Lajus, consultant au cabinet de conseil Education & Territoires."
Des associations conservatrices et catholiques se mobilisent contre un premier projet de programme d’éducation à la sexualité à l’école,https://img.lemde.fr/2024/11/25/39/0/2220/1480/110/73/60/0/aadffec_1732574880738-colcanopa-educationsexuelleecole.jpeg,"Des associations mènent campagne contre un dispositif qui n’est pas encore entré en vigueur et qui fait l’objet d’un très large consensus dans la communauté éducative. La ministre de l’éducation nationale, Anne Genetet, défend ce programme, mais insiste sur les consultations encore en cours."
"La Cour des comptes demande la fin d’une exception parisienne sur les décharges des directeurs d’école, le ministère annonce y travailler",https://img.lemde.fr/2024/11/25/0/6/5788/3859/110/73/60/0/92d02d3_1732545984578-000-1hw9jp.jpg,"Le ministère de l’éducation nationale annonce au « Monde » qu’il va travailler à un « retour progressif au droit commun » à Paris, où une convention offre depuis 1982 aux directeurs d’école un régime de décharge d’enseignement plus favorable qu’au niveau national. Depuis 2019, ce régime perdure alors que la convention n’a pas été renouvelée et que la Ville ne paye plus de compensation."
« Islamophobie » à Sciences Po Grenoble : la relaxe des étudiants confirmée par la justice administrative,https://img.lemde.fr/2024/11/25/0/4/3991/2661/110/73/60/0/74e7971_1732546487177-000-94l8nb.jpg,Le recteur de la région académique Auvergne-Rhône-Alpes a été débouté dans cette affaire où dix-sept étudiants étaient poursuivis pour avoir participé à la diffusion d’accusations d’islamophobie visant deux professeurs en mars 2021.
« La réforme du brevet des collèges va aggraver les mécanismes de tri social déjà à l’œuvre »,https://img.lemde.fr/2023/09/04/0/15/2904/1936/110/73/60/0/a0f0e1f_2023-09-04t084947z-1703911456-rc2j13atgwjp-rtrmadp-3-france-school.JPG,"Pierre Mathiot, politiste, et Jean-Charles Ringard, ancien inspecteur général de l’éducation nationale, estiment, dans une tribune au « Monde », que la réforme du collège rendant le brevet obligatoire pour entrer en 2de risque de se traduire par une forte hausse du décrochage scolaire."
Enseignement supérieur privé : « Veillons à ce que la commercialisation des formations ne dépasse pas des limites acceptables »,https://img.lemde.fr/2024/11/19/0/0/5899/3933/110/73/60/0/4ca433d_1732030351385-jmug241106123.jpg,"L’offre en la matière ne cesse de croître avec la multiplication des établissements privés lucratifs. Les universitaires Jean-Michel Marin et Lionel Torres s’inquiètent, dans une tribune au « Monde », du manque de contrôle de la qualité des formations offertes."
Des présidents d’université montent au créneau sur la pénurie de moyens dans l’enseignement supérieur,https://img.lemde.fr/2024/11/19/0/0/5899/3933/110/73/60/0/4b160b7_1732030351385-jmug241106003.jpg,"Une dizaine de chefs d’établissement se sont invités dans le bureau de Patrick Hetzel, le 21 novembre, pour alerter le ministre du risque de faillite qui les guette."
"Kylian Mbappé, pas encore au top de sa forme, se rassure en marquant avec le Real Madrid",https://img.lemde.fr/2024/12/01/4/0/4366/2910/110/73/60/0/e4cbe61_2024-12-01t172457z-1842989493-up1ekc118j0d6-rtrmadp-3-soccer-spain-rma-get-report.JPG,"L’attaquant français a inscrit son dixième but avec le club madrilène, dimanche, lors du match de Liga contre Getafe (2-0). Malgré une prestation encore inachevée, Kylian Mbappé est apparu un peu plus libéré que ces dernières semaines."
L’inédite opération de « team building » de l’Olympique de Marseille pour renouer avec la victoire au Stade-Vélodrome,https://img.lemde.fr/2024/11/30/0/0/6061/4041/110/73/60/0/0513255_1732978289141-000-36lx4hn.jpg,"Les joueurs de l’OM ont participé à un stage de quatre jours, rarissime en cours de saison, pour préparer le match de dimanche contre l’AS Monaco et tenter de trouver des solutions à leurs mauvais résultats à domicile."
"Ski alpin : pour Mikaela Shiffrin, une chute spectaculaire qui coûte cher",https://img.lemde.fr/2024/11/30/0/0/1759/1173/110/73/60/0/1a12de4_0d20b3c107be4a54bde0b690b7ef6df8-0-8ec9c8f2927846d19775d9098ca16127.jpg,"La championne américaine visait, samedi à Killington, une centième victoire en Coupe du monde. Vainqueure de la première manche, elle a chuté dans la seconde et s’est sévèrement blessée. La durée de sa convalescence reste à déterminer."
Biathlon : la France remporte le premier relais masculin de la saison de Coupe du monde,https://img.lemde.fr/2024/11/30/0/0/5119/3413/110/73/60/0/b875239_62fbd12a42994c86b92ff5d43491f119-0-9a72c3caa9d541a58d3f67e2651352b2.jpg,"Au terme d’une excellente performance en Finlande, dimanche, le quatuor tricolore a remporté le premier relais masculin de la saison, devant les Norvégiens, deuxièmes, et les Suédois, troisièmes."
Le biathlon masculin sous la coupe des Norvégiens : « Ils sont au-dessus du lot depuis deux ou trois ans »,https://img.lemde.fr/2024/11/27/51/0/7465/4976/110/73/60/0/0492457_1732703570659-000-34jf69l.jpg,"La saison 2024-2025 de la Coupe du monde de biathlon reprend, samedi 30 novembre à Kontiolahti, en Finlande. Johannes Boe et ses coéquipiers font une nouvelle fois figure de grands favoris pour le classement général."
Budget 2025 : le Sénat affecte l’intégralité de la taxe sur les paris sportifs en ligne au financement du sport,https://img.lemde.fr/2024/11/29/0/0/4896/3264/110/73/60/0/075532d_1732900057019-000-par3285829.jpg,"Un amendement a été voté samedi soir par le Sénat, dans le cadre de l’examen du projet de loi de finances, portant de 100 millions à 213 millions d’euros le montant des taxes sur les paris sportifs en ligne affecté à l’Agence nationale du sport."
"Le marathon de Valence, un symbole sportif maintenu un mois après les inondations meurtrières",https://img.lemde.fr/2024/11/29/0/193/3672/2448/110/73/60/0/6acd49d_1732860762937-000-par7113845.jpg,"La ville de Valence (Espagne), où se déroulera dimanche l’un des marathons les plus prisés au monde, renoue progressivement avec le sport. Les inondations qui ont causé la mort de plus de 228 personnes restent toutefois dans toutes les têtes."
"François Gabart, skippeur : « Je ne suis pas une tête brûlée »",https://img.lemde.fr/2024/11/29/1093/0/3259/2172/110/73/60/0/51684ec_1732880889970-mc2147-a-guillaume-gatefait-kresk-dei-fi-azimut-29.jpg,"« Je ne serais pas arrivé là si… » Chaque semaine, « Le Monde » interroge une personnalité sur un moment décisif de son existence. La passion pour la mer et pour les bateaux du navigateur s’est nouée lorsqu’il avait 6 ans, lors d’une traversée de l’Atlantique avec ses parents."
Football : les Bleues reprennent confiance avec une victoire séduisante contre le Nigeria,https://img.lemde.fr/2024/11/30/0/0/5233/3488/110/73/60/0/09a5579_5395334-01-06.jpg,"Après un premier stage mitigé – une victoire et une défaite – sous la houlette de leur nouveau sélectionneur, Laurent Bonadei, les Bleues se sont imposées en match amical samedi soir (2-1), grâce à une première période convaincante, avant de ralentir après la pause."
Euro féminin de handball : l’équipe de France se qualifie pour le tour principal après sa victoire contre l’Espagne,https://img.lemde.fr/2024/11/30/0/0/4999/3333/110/73/60/0/0cbe60d_5392651-01-06.jpg,"Les Tricolores ont longtemps tremblé face aux Guerreras, mais ont tout de même réussi à remporter, samedi, leur deuxième match à l’Euro (24-22), qui leur permet de se qualifier pour le prochain tour."
"Léon Marchand, « épuisé », renonce aux championnats du monde en petit bassin",https://img.lemde.fr/2024/11/20/0/0/4220/2813/110/73/60/0/2e5ee73_5303295-01-06.jpg,"Le quadruple champion olympique était initialement attendu à Budapest, du 10 au 15 décembre, pour les Mondiaux en bassin de 25 mètres. « Epuisé », le nageur français a préféré renoncer."
PSG-Nantes : l’interdiction de déplacement des supporteurs du FCN suspendue par le Conseil d’Etat,https://img.lemde.fr/2024/11/24/0/0/7207/4804/110/73/60/0/bd4ebaf_5343678-01-06.jpg,"Vendredi, Bruno Retailleau avait pris un arrêté pour empêcher la venue de supporteurs nantais à Paris, ce samedi, pour assister au match entre le PSG et le FCN. Selon le club nantais, toutes les places ainsi gelées ont été revendues par le club parisien à ses fans."
"Football : à l’approche de l’Euro 2025, une nouvelle ère et des places à prendre en équipe de France féminine",https://img.lemde.fr/2023/07/23/0/0/3763/2509/110/73/60/0/446d20d_5843746-01-06.jpg,"A l’occasion des matchs contre le Nigeria, samedi 30 novembre, et l’Espagne, mardi 3 décembre, le sélectionneur des Bleues, Laurent Bonadei, teste de nombreuses joueuses. Cela favorise le retour d’« anciennes », comme Amel Majri et Melvine Malard."
Appel à témoignages : vous avez appris l’informatique à l’école dans les années 80 sur des ordinateurs MO5 ou TO7 ? Racontez-nous,https://img.lemde.fr/2024/12/02/1002/0/5983/3988/110/73/60/0/23be3b6_1733148446909-thomson-mo5-img-1732.jpg,"Ces machines ont été déployées dans le cadre du plan « Informatique pour tous », à partir de 1985. Ces premiers cours d’ordinateur n’ont laissé aucune trace chez vous ou, au contraire, ils vous ont marqué ? Partagez votre avis et vos souvenirs."
"La loi Veil a 50 ans, racontez-nous ce qu’elle représente dans votre histoire familiale",https://img.lemde.fr/2024/12/02/18/0/7438/4958/110/73/60/0/fce8b71_1733155204777-000-34gv4r3.jpg,"Vous avez avorté ou l’une de vos proches – votre mère, votre sœur, votre fille… – a avorté, racontez-nous."
« Climax » ou le « rire qui décarbone »,https://img.lemde.fr/2024/12/02/0/0/3897/2598/110/73/60/0/ccaa2f6_1733139016685-dsc-0180.jpg,"En mêlant burlesque, music-hall et absurde, la compagnie Zygomatic éveille les consciences face au dérèglement climatique. « Climax » est un spectacle à découvrir au Théâtre de la Ville lors du Festival des idées « Chaleur humaine », le 14 décembre."
Quelle majorité pour renverser le gouvernement Barnier ? Tester les configurations avec notre simulateur,https://img.lemde.fr/2024/12/02/0/0/1920/1280/110/73/60/0/2dccbed_1733134565118-media-appel-censure-rn.png,"Le premier ministre, qui a engagé la responsabilité du gouvernement par le recours à l’article 49.3 de la Constitution, s’apprête à affronter une nouvelle motion de censure, qui devrait être examinée mercredi 4 décembre."
Le Kenya fait face à d’énormes stocks de thé invendu,https://img.lemde.fr/2024/12/02/0/109/3325/2217/110/73/60/0/d053810_1733139109206-2023-06-29t060147z-98779824-rc22f1alnyer-rtrmadp-3-emerging-forex.JPG,Près d’un quart des quelque 450 000 tonnes produites en 2023 n’a pas trouvé d’acheteurs. Un casse-tête pour les autorités de Nairobi alors que ces exportations rapportent 880 millions d’euros chaque année.
Le loup perd son statut d’espèce « strictement protégée » au sein de la convention de Berne,https://img.lemde.fr/2024/12/03/0/5/5322/3548/110/73/60/0/5ea00f5_1733218924096-000-33n84h8.jpg,"Ce déclassement inédit, qui ouvre la voie à un changement de statut au sein de l’Union européenne, est considéré comme un recul majeur par les scientifiques et les ONG."
"Après le dépôt des motions de censure contre le gouvernement Barnier, les dernières réactions et les réponses à vos questions",https://img.lemde.fr/2024/12/03/0/0/5899/3933/110/73/60/0/efa110c_1733192282438-jmug241202041.jpg, 
"L’erreur de Carlos Tavares, patron évincé de Stellantis",https://img.lemde.fr/2024/12/01/0/0/4435/2957/110/73/60/0/6950b3a_2024-12-01t224309z-1358976142-rc2zkaa5e1n4-rtrmadp-3-autos-stellantis-ceo.JPG,"Le patron qui avait réussi la fusion de Fiat, PSA et Chrysler a démissionné, après une décision du conseil d’administration. Sa faute : avoir voulu maintenir coûte que coûte la rentabilité du constructeur automobile."
Sexualité : le recours à la contraception baisse en France,https://img.lemde.fr/2022/05/12/0/62/3499/2333/110/73/60/0/fc16ed7_1652368800332-000-1uc215.jpg,"Alors que 9 % des femmes de 18 à 49 ans n’utilisent aucune contraception, le stérilet est devenu la première méthode utilisée, selon la vaste enquête « Contexte des sexualités en France », publiée mercredi."
"La sexualité a connu des « changements majeurs » en France en dix ans, selon une vaste enquête qui souligne une hausse des rapports forcés",https://img.lemde.fr/2024/11/13/0/4/4248/2832/110/73/60/0/edd3522_1731506299589-000-par6065056.jpg,"Fruit de cinq années de travail, cette enquête scientifique publiée par l’Inserm et l’ANRS Maladies infectieuses émergentes est la quatrième depuis 1970 à étudier la vie affective et sexuelle en France."
"Fréquence des rapports sexuels : « Quand je dis qu’on fait très peu l’amour et que ça va bien dans notre couple, cela aide les autres à se confier »",https://img.lemde.fr/2024/11/11/0/0/2084/1389/110/73/60/0/94a9d45_1731342014336-01-ma-intimite.jpg,"Combien de fois par mois faites-vous l’amour ? Pour échapper aux questions intimes, certains couples préfèrent mentir, par crainte du jugement et envie de se conformer à une norme. D’après la dernière enquête Inserm-ANRS, la moyenne sur quatre semaines se situe à 6 rapports chez les femmes, 6,7 chez les hommes."
"Retraite, impôts : les impacts du divorce ou de la séparation",https://img.lemde.fr/2023/04/17/0/0/3000/2000/110/73/60/0/2a2ab28_1681721637938-rgnrgn.jpg,"Le divorce met un terme à l’imposition commune, mais ne fait pas perdre les droits à la pension de réversion."
Un enfant en bas âge qui en frappe grièvement un autre avec un hochet commet-il une infraction pénale ?,https://img.lemde.fr/2023/04/17/0/0/3000/2000/110/73/60/0/2a2ab28_1681721637938-rgnrgn.jpg,"La victime, invalide à 90 %, demande que la solidarité nationale joue, la responsabilité des parents de l’auteur des coups ayant été écartée."
Pourquoi les mères sont absentes des photos de famille,https://img.lemde.fr/2024/11/04/0/220/2421/1614/110/73/60/0/310f825_1730715769507-scrn-2024-11-04-a-11-17-50.jpg,"« Mon père, ce héros », un récit intime de paternité. En feuilletant les albums familiaux, Gabriel Coutagne s’aperçoit que sa fille y est omniprésente, et lui souvent à ses côtés. Son épouse, elle, tient l’appareil."
Droits de succession : peut-on payer le fisc en nature ?,https://img.lemde.fr/2023/04/17/0/0/3000/2000/110/73/60/0/072e178_1681718655250-art-01.jpg,"On peut s’acquitter de certains impôts et taxes par dation, en remettant à l’Etat des œuvres d’art, des livres ou encore un terrain boisé, explique Frédéric Douet, professeur de droit fiscal à l’université Rouen Normandie. A certaines conditions."
Petit manuel de l’homme féministe,https://img.lemde.fr/2024/11/10/0/0/1065/710/110/73/60/0/8736987_1731199365616-img-3651.jpeg,"En ces temps de masculinisme et d’affaires de violences, Maïa Mazaurette, chroniqueuse à « La Matinale », partage quelques conseils pour retrouver une sexualité apaisée et bienveillante."
"La charge émotionnelle des sœurs aînées trop lourde ? « Je suis costaud, je préfère morfler pour les autres »",https://img.lemde.fr/2024/11/06/59/0/2232/1488/110/73/60/0/e6ca39f_1730911308076-grandesoeur.jpg,"Premières nées de la fratrie, certaines filles se sentent investies d’une forme de devoir d’écoute et de soin envers leurs cadets. Un rôle, nourri aussi par les représentations littéraires et cinématographiques, qui n’a rien d’une fatalité et peut être réinventé à l’âge adulte."
Est-ce le moment d’effectuer des donations à des enfants ou petits-enfants ?,https://img.lemde.fr/2024/11/07/113/0/2732/1821/110/73/60/0/ac423cc_1730981189116-image0-62.jpeg,Les perspectives d’instabilité fiscale peuvent inciter certains à transmettre une part de leur patrimoine plus tôt que prévu.
A quelle fréquence appeler ses parents ?,https://img.lemde.fr/2024/11/06/0/0/1618/1079/110/73/60/0/95e0bcc_1730892123119-p300m2353135.jpg,"Une fois par semaine ? Davantage, par plaisir ou obligation ? Moins, car il faut couper le cordon, du téléphone aussi ? Dans la newsletter « Darons Daronnes », Clara Georges tire le fil de la question."
Epargne des enfants mineurs : les règles qui s’appliquent aux parents séparés,https://img.lemde.fr/2023/04/17/44/66/2934/1956/110/73/60/0/619e532_1681721636915-poiuytr.jpg,"Livret A, Livret jeune, assurance-vie… Nombre de supports d’épargne sont accessibles aux moins de 18 ans. Cet argent est administré légalement par les parents, même en cas de divorce. Mais les règles diffèrent selon les produits."
Amours de jeunesse : « La vie est cruelle de ne nous faire ce cadeau que maintenant »,https://img.lemde.fr/2023/04/11/1330/0/4065/2710/110/73/60/0/e33a7f7_1681203848766-lepoque-lemonde-heleneblanc-fondbleu.jpg,"Ils se sont connus, se sont aimés, se sont séparés. Puis le tourbillon de la vie les a fait se retrouver. Hélène, 77 ans, raconte son histoire avec Gabriel, 83 ans."
